Date,MachineID,TimeStateEventID,Tool,hits applied,min life,max life,PartID
2022-03-01 01:00:00,1,235,T5,0,200000,500000,-1
2022-03-09 10:04:02+00:00,1,144,T5,570,199430,499430,14
2022-03-09 14:05:18+00:00,1,138,T5,35,199395,499395,46
2022-03-09 14:09:59+00:00,1,139,T5,385,199010,499010,46
2022-03-09 15:03:49+00:00,1,141,T5,126,198884,498884,90
2022-03-10 13:02:38+00:00,1,152,T5,450,198434,498434,11
2022-03-14 08:34:15+00:00,1,154,T5,598,197836,497836,41
2022-03-22 09:20:00+00:00,1,197,T5,130,197706,497706,68
2022-03-29 09:05:00+00:00,1,201,T5,960,196746,496746,89
2022-03-29 11:30:00+00:00,1,202,T5,2392,194354,494354,41
2022-04-13 02:50:00+00:00,1,230,T5,250,194104,494104,94
